Age,Gender,Class,Size of Family,Father education,Mother education,Father Occupation,Mother Occupation,Health Issues,ParentMaritalStatus,PracticeSport,Attendance,Homework completion,Academic Score,Attentivity in Class,Behavioral Patterns,Performance,Self-Esteem,Socially Skills,Teacher Interaction,Cognitive Development,Technology Influence,Social Media Influence,Involved in Extra-Curricular
6,M,KG,4,Post graduate,Graduate,Government ,Private,N,Married ,Sometimes ,87%,Always ,97%,Good,Focused,Excellent,Confident,Active,Good,Good,Moderate,,Regular
6,F,KG,5,Graduate ,Graduate ,Private ,Private,N,Married ,Sometimes ,84%,Always ,93%,Good,Focused,Excellent,Confident,Active,Good,Good,Moderate,,Regular
6,F,KG,5,Higher Secondary ,Higher Secondary ,Government,Private,N ,Married ,Sometimes ,89%,Always ,85%,Moderate,Disturbed,Excellent,Confident,Active,Good,Excellent,Moderate,,Regular
6,M,KG,5,Diploma,Graduate,Private ,Private,N,Married ,Sometimes ,92%,Always ,86%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regular
6,M,KG,5,Graduate ,Graduate,Private ,Private,N,Married ,Sometimes ,89%,Always ,87%,Moderate,Focused,Excellent,Low,Active,Good,Good,Moderate,,sometime
6,M,KG,4,Post graduate,Graduate,Private ,Private,Y,Married ,Sometimes ,88%,Always ,94%,Good ,Focused,Excellent,Over-Confident,Active,Good,Good,Moderate,,sometime
6,F,KG,4,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,80%,Always ,75%,Moderate,Focused,Good,Confident,Moderately active,Good,Good,Moderate,,sometime
6,F,KG,4,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,78%,Always ,76%,Good,Focused,Good,Low,Active,Moderate,Excellent,Moderate,,sometime
6,M,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,77%,Always ,94%,Good,Focused,Excellent,Confident,Active,Good,Average,Moderate,,sometime
6,M,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,65%,Always ,93%,Good,Focused,Excellent,Confident,Moderately active,Good,Good,Moderate,,sometime
6,M,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,94%,Always ,99%,Good,Focused,Excellent,Over-Confident,Moderately active,Good,Excellent,Moderate,,Regular
6,F,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,90%,Always ,98%,Good,Focused,Excellent,Over-Confident,Active,Good,Good,Moderate,,Regular
6,F,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,91%,Always ,97%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regular
6,M,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,87%,Always ,86%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regular
6,F,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,88%,Always ,87%,Good,Focused,Excellent,Confident,Active,Moderate,Excellent,Moderate,,Regular
6,F,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,84%,Sometimes,82%,Good,Focused,Excellent,Low,Active,Good,Excellent,Moderate,,Regular
6,F,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,84%,Sometimes,86%,Moderate,Focused,Excellent,Low,Active,Moderate,Good,Moderate,,Regular
6,F,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,84%,Always ,83%,Good ,Disturbed,Excellent,Confident,Active,Moderate,Good,Moderate,,Regular
6,M,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,84%,Always ,81%,Moderate,Focused,Excellent,Confident,Active,Good,Good,Moderate,,Regular
6,M,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,84%,Always ,79%,Good,Focused,Good,Confident,Active,Good,Excellent,Moderate,,Regular
6,F,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,84%,Always ,72%,Good,Focused,Good,Confident,Active,Good,Excellent,Moderate,,Regular
6,F,KG,3,Post graduate,Graduate,Private ,Private,N ,Married ,Sometimes ,84%,Always ,96%,Good,Focused,Excellent,Confident,Active,Moderate,Excellent,Moderate,,Regular
6,M,KG,3,Post graduate,Graduate,Self employed ,Private,N ,Married ,Sometimes ,84%,Always ,94%,Good,Focused,Excellent,Low,Active,Moderate,Good,Moderate,,Regular
6,M,KG,3,Post graduate,Graduate,Government,Private,N ,Married ,Sometimes ,84%,Always ,94%,Good,Focused,Excellent,Confident,Active,Moderate,Good,Moderate,,Regular
6,M,KG,3,Graduate ,Graduate,Government,Private,N ,Married ,Sometimes ,84%,Always ,96%,Good,Focused,Excellent,Confident,Active,Good,Average,Moderate,,sometime
6,F,KG,3,Graduate ,Graduate,Government,Government,N ,Married ,Sometimes ,74%,Always ,97%,Good,Focused,Excellent,Confident,Active,Good,Average,Moderate,,Regular
6,M,KG,3,Graduate ,Graduate,Government,Government,N ,Married ,Sometimes ,94%,Always ,95%,Good,Focused,Excellent,Confident,Moderately active,Good,Good,Moderate,,Regular
6,M,KG,3,Graduate ,Graduate,Government,Government,N ,Married ,Sometimes ,90%,Always ,95%,Good,Focused,Excellent,Confident,Inactive,Good,Good,Moderate,,sometime
6,M,KG,3,Graduate ,Diploma ,Government,Government,N ,Married ,Regularly ,71%,Always ,97%,Good,Focused,Excellent,Over-Confident,Moderately active,Good,Good,Moderate,,sometime
6,M,KG,3,Graduate ,Higher Secondary ,Government,Government,N ,Married ,Never ,68%,Always ,94%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,sometime
6,F,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,96%,Good,Focused,Excellent,Low,Active,Good,Excellent,Moderate,,Regular
6,M,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,86%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regular
6,M,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,83%,Moderate,Focused,Excellent,Low,Active,Good,Good,Moderate,,Regular
6,F,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,87%,Good,Focused,Excellent,Low,Inactive,Good,Good,Moderate,,Regular
6,F,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,88%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,sometime
6,F,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,86%,Good,Disturbed,Excellent,Confident,Active,Good,Excellent,Moderate,,sometime
6,M,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,96%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,,sometime
6,M,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,99%,Good,Focused,Excellent,Confident,Active,Moderate,Excellent,Moderate,,sometime
6,F,KG,3,Graduate ,Higher Secondary ,Government,Private,N ,Married ,Regularly ,74%,Always ,98%,Moderate,Focused,Excellent,Low,Inactive,Moderate,Average,Moderate,,Regular
5,F,KG,3,Graduate ,Graduate ,Private ,Private ,N,Married ,Sometimes ,60%,Sometimes ,40%,Nil,Calm,Poor,Low,Moderately Active ,Nil ,Low ,Moderate ,Inactive ,Regularly 
5,F,KG,4,Graduate ,Graduate ,Private ,Private ,Y,Married ,Never ,53%,Always ,25%,Nil ,Hyperactive ,Poor,Low ,Inactive ,Nil ,Low ,Moderate ,Inactive ,Regularly 
5,F,KG,3,High - School ,High - School ,Government ,Private ,N,Married ,Regularly ,50%,Always,58%,Moderate ,Focused ,Poor,Confident,Active ,Moderate ,Average ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,High - School ,Self - Employeed,Private ,N,Married ,Regularly ,65%,Always ,63%,Good ,Calm ,Average,Confident ,Moderately Active ,Good ,Average ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Graduate ,Government ,Government ,N,Married ,Sometimes ,40%,Always ,70%,Good ,Focused ,Average,Low ,Active ,Good ,Average ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Graduate ,Graduate ,Private ,Government ,N,Married ,Never ,70%,Sometimes ,64%,Moderate ,Focused ,Average,Confident ,Active ,Moderate ,Average ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Post - Graduate ,Government ,Government ,N,Married ,Regularly ,73%,Sometimes ,90%,Good ,Calm ,Excellent,Confident ,Active ,Moderate ,Average ,Moderate ,Inactive ,Regularly 
5,M,KG,4,Post - Graduate ,Post - Graduate ,Self - Employeed,Private ,Y,Married ,Regularly ,71%,Always ,82%,Good ,Disturbed ,Excellent,Low ,Inactive ,Nil ,Low ,Moderate ,Inactive ,Regularly 
5,M,KG,4,Post - Graduate ,Post - Graduate ,Self - Employeed,Self - Employeed,N,Married ,Sometimes ,65%,Always ,61%,Good ,Focused ,Average,Confident ,Active ,Good ,Good ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Graduate ,High - School ,Private ,Private ,N,Married ,Regularly ,58%,Always ,55%,Moderate ,Focused ,Poor,Confident ,Active ,Moderate ,Good ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Graduate ,Private ,Private ,N,Married ,Regularly ,48%,Always ,68%,Good ,Calm ,Average,Confident ,Active ,Moderate ,Good ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,Graduate ,Private ,Private ,N,Married ,Sometimes ,50%,Sometimes ,86%,Moderate ,Disturbed ,Excellent,Low ,Active ,Nil ,Low ,Moderate ,Inactive ,Regularly 
5,M,KG,4,Post - Graduate ,Post - Graduate ,Private ,Private ,N,Married ,Sometimes ,80%,Always ,92%,Moderate ,Aggressive ,Excellent,Over-Confident ,Active ,Good ,Average ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,High - School ,Private ,Private ,N,Married ,Regularly ,75%,Always ,78%,Good ,Calm ,Good,Confident ,Moderately Active ,,Average ,Moderate ,Inactive ,Regularly 
5,M,KG,4,Post - Graduate ,Graduate ,Government ,Self - Employeed,N,Married ,Regularly ,53%,Always ,65%,Good ,Focused ,Average,Confident ,Active ,Good ,Excellent ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,Graduate ,Private ,Private ,N,Married ,Regularly ,65%,Always ,75%,Moderate ,Focused ,Good,Confident ,Active ,Good ,Excellent ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Graduate ,Government ,Private ,N,Married ,Regularly ,79%,Always ,80%,Good ,Focused ,Good,Confident ,Active ,Good ,Excellent ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,Graduate ,Private ,Private ,N,Married ,Regularly ,53%,Always ,69%,Good ,Calm ,Average,Low ,Inactive ,Moderate ,Good ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Post - Graduate ,Private ,Private ,N,Married ,Sometimes ,74%,Always ,52%,Good ,Focused ,Poor,Confident ,Active ,Moderate ,Low ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,Graduate ,Private ,Self - Employeed,N,Married ,Sometimes ,65%,Always ,50%,Good ,Focused ,Poor,Confident ,Active ,Moderate ,Good ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Graduate ,Government ,Private ,N,Married ,Sometimes ,78%,Sometimes ,90%,Moderate ,Aggressive ,Excellent,Over-Confident ,Active ,Moderate ,Excellent ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Post - Graduate ,Self - Employeed,Self - Employeed,N,Married ,Regularly ,82%,Sometimes ,68%,Moderate ,Calm ,Average,Low ,Active ,Moderate ,Excellent ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Post - Graduate ,Private ,Private ,N,Married ,Regularly ,80%,Always ,72%,Moderate ,Focused ,Good,Confident ,Active ,Good ,Good ,Moderate ,Inactive ,Regularly 
5,M,KG,4,Graduate ,Graduate ,Government ,Government ,N,Married ,Sometimes ,75%,Always ,78%,Good ,Focused ,Good,Confident ,Moderately Active ,Good ,Good ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,Graduate ,Self - Employeed,Self - Employeed,N,Married ,Sometimes ,68%,Always ,52%,Good ,Focused ,Poor,Confident ,Active ,Moderate ,Good ,Moderate ,Inactive ,Regularly 
5,M,KG,4,Post - Graduate ,Graduate ,Self - Employeed,Private ,N,Married ,Regularly ,58%,Always ,63%,Good ,Disturbed ,Average,Confident ,Active ,Moderate ,Excellent ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Post - Graduate ,Private ,Private ,N,Married ,Regularly ,54%,Always ,53%,Good ,Calm ,Poor,Low ,Active ,Good ,Excellent ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,Graduate ,Government ,Government ,N,Married ,Regularly ,67%,Always ,85%,Good ,Calm ,Excellent,Over-Confident ,Active ,Good ,Excellent ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Graduate ,Private ,Self - Employeed,N,Married ,Sometimes ,95%,Always ,76%,Good ,Focused ,Good,Low ,Active ,Moderate ,Excellent ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Graduate ,Government ,Government ,N,Married ,Never ,70%,Always ,65%,Good ,Focused ,Average,Low ,Active ,Good ,Low ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Graduate ,Graduate ,Private ,Private ,N,Married ,Sometimes ,83%,Always ,95%,Good ,Focused ,Excellent,Confident ,Active ,Moderate ,Low ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Post - Graduate ,Private ,Private ,N,Married ,Sometimes ,85%,Always ,85%,Good ,Disturbed ,Excellent,Confident ,Active ,Moderate ,Good ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Graduate ,Graduate ,Private ,Private ,N,Married ,Regularly ,76%,Always ,93%,Good ,Focused ,Excellent,Confident ,Inactive ,Good ,Good ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Post - Graduate ,Private ,Private ,N,Married ,Regularly ,72%,Always ,68%,Good ,Calm ,Average,Confident ,Inactive ,Good ,Excellent ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Graduate ,Graduate ,Government ,Government ,N,Married ,Regularly ,52%,Sometimes ,82%,Good ,Calm ,Excellent,Confident ,Active ,Good ,Good ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Graduate ,Graduate ,Self - Employeed,Self - Employeed,N,Married ,Regularly ,68%,Sometimes ,75%,Good ,Focused ,Good,Over-Confident ,Active ,Good ,Good ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Post - Graduate ,Private ,Private ,N,Married ,Sometimes ,64%,Always ,72%,Good ,Focused ,Good,Confident ,Active ,Moderate ,Average ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Graduate ,Graduate ,Government ,Private ,N,Married ,Sometimes ,53%,Always ,60%,Good ,Focused ,Poor,Confident ,Inactive ,Good ,Average ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Graduate ,Self - Employeed,Private ,N,Married ,Regularly ,50%,Always ,50%,Good ,Focused ,Poor,Confident ,Moderately Active ,Moderate ,Low ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Graduate ,Private ,Private ,N,Married ,Regularly ,82%,Always ,70%,Good ,Calm ,Average,Low ,Active ,Moderate ,Good ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Graduate ,Government ,Government ,N,Married ,Regularly ,75%,Always ,45%,Good ,Disturbed ,Poor,Low ,Active ,Good ,Good ,Moderate ,Inactive ,Regularly 
5,M,KG,3,Post - Graduate ,Post - Graduate ,Government ,Government ,N,Married ,Sometimes ,60%,Always ,62%,Good ,Aggressive ,Average,Over-Confident ,Active ,Good ,Excellent ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Graduate ,Graduate ,Private ,Private ,N,Married ,Sometimes ,76%,Always ,68%,Good ,Hyperactive ,Average,Confident ,Active ,Good ,Average ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Graduate ,Private ,Private ,N,Married ,Regularly ,60%,Sometimes ,82%,Good ,Focused ,Excellent,Low ,Active ,Nil ,Average ,Moderate ,Inactive ,Regularly 
5,M,KG,4,Graduate ,Graduate ,Private ,Private ,N,Married ,Regularly ,76%,Always ,63%,Good ,Focused ,Average,Confident ,Active ,Good ,Low ,Moderate ,Inactive ,Regularly 
5,F,KG,3,Post - Graduate ,Post - Graduate ,Government ,Government ,N,Married ,Regularly ,74%,Sometimes ,58%,Good ,Focused ,Poor,Confident ,Inactive ,Nil ,Good ,Moderate ,Inactive ,Regularly 
5,F,KG,4,Graduate ,Graduate ,Private ,Private ,N,Married ,Regularly ,70%,Sometimes ,72%,Good ,Calm ,Good,Confident ,Active ,Moderate ,Good ,Moderate ,Inactive ,Regularly 
5,M,KG,4,Post - Graduate ,Post - Graduate ,Self - Employeed,Self - Employeed,N,Married ,Regularly ,63%,Always ,56%,Good ,Focused ,Poor,Confident ,Active ,Moderate ,Excellent ,Moderate ,Inactive ,Regularly 
15,F,9,4,,,Government,,N,Married,Regularly,95%,Always,0.9,Good,Focused,Poor,Confident,Active,Good,Excellent ,Moderate ,moderately active,Regularly 
14,M,9,4,,,self-employed,,N,Married,Regularly,88%,Always,0.8,Moderate ,Aggressive ,Poor,Over- confident,Active,Good,Excellent ,Addicted ,Over active ,Regularly 
15,F,9,3,,,Government,,N,Married ,Regularly,89%,Always ,0.8,Good ,Focused ,Poor,Confident,Active,Good ,Good,Moderate,moderately active,Regularly 
14,F,9,3,,,self-employed,,N,Married,Regularly,80%,Always,0.7,Moderate ,Focused,Poor,Confident,Active ,Good,Good,Moderate ,moderately active ,Regularly 
15,M,9,4,,,Government,,N,Married,Regularly,89%,Always,0.85,Good,Calm,Poor,Low- Confident,Active ,Moderate ,Good,No usage,Inactive ,Regularly 
14,F,9,3,,,Self-employed,,N,Married,Regularly ,98%,Always ,0.9,Good,Focused ,Poor,Confident,Active,Good,Excellent ,Moderate ,moderately active,Regularly 
15,M,9,4,,,Government,,N,Married,Regularly,99%,Always,0.85,Moderate ,Hyperactive ,Poor,Over- Confident,Active ,Good,Excellent ,Moderate ,moderately active,Regularly 
15,M,9,3,,,Private,,N,Married,Regularly ,80%,Sometimes ,0.7,Nil,Hyperactive ,Poor,Over- Confident,Active,Good,Good,Moderate ,moderately active,Sometimes
14,M,9,3,,,Government,,N,Married,Sometimes,78%,Always ,0.85,Good,Calm,Poor,low,Inactive ,Moderate ,Good,Moderate ,moderately active,Never
15,M,9,4,,,self-employed,,N,Married,Regularly,75%,Sometimes ,0.65,Moderate ,Calm,Poor,Confident,Active,Moderate ,Average ,Moderate,moderately active,Regularly 
15,F,9,3,,,Private,,N,Married,Regularly,95%,Always ,0.75,Good,Calm,Poor,Confident,Active,Good,Good,Moderate ,moderately active,Regularly
15,M,9,4,,,Government,,N,Married,Regularly,85%,Sometimes ,0.65,Moderate ,Focused ,Poor,Confident,Active ,Good,Average ,Moderate ,moderately active,Regularly 
14,M,9,3,,,Private ,,N,Married ,Regularly,82%,Sometimes ,0.5,Nil,Hyperactive ,Poor,Confident,Active,Good,Average ,Moderate ,moderately active,Regularly 
10,F,4,3,Graduate ,Graduate ,Self employed ,Private,N,Married ,Sometimes ,80%,sometimes,75%,Moderate ,Calm,Good,low,active,good,average ,no usage,inactive ,sometimes 
10,M,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,never,94%,always,91%,good,focussed ,Excellent,confident,active,good,average ,moderate ,inactive ,never
10,F,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,Sometimes ,97%,always,74%,moderate ,calm,Good,confident,active,good,average ,moderate ,inactive ,sometimes 
9,F,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,Sometimes ,92%,always,59.60%,moderate ,clam,Poor,confident,active,good,average ,moderate ,inactive ,sometimes 
9,F,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,regularly ,70%,always,8502%,Moderate ,focussed ,,confident,active,good,average ,moderate ,inactive ,sometimes 
9,F,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,regularly ,65%,always,46.50%,good,focused ,Poor,confident,active,good,average ,moderate ,inactive ,sometimes 
9,F,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,never,89%,always,89.50%,good,calm,Excellent,confident,active,good,average ,moderate ,inactive ,sometimes 
9,M,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,regularly ,85%,never,63%,good,calm,Average,confident,active,moderate,average ,moderate ,inactive ,sometimes 
9,F,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,Sometimes ,77%,sometimes,87%,good,calm,Excellent,confident,active,good,average ,no usage,inactive ,sometimes 
9,F,4,3,Graduate ,Graduate ,private,self employed ,N,Married ,Sometimes ,52%,always,56%,good,calm,Poor,confident,active,good,average ,moderate ,inactive ,sometimes 
9,F,4,3,post graduate ,Graduate ,private,self employed ,N,Married ,Sometimes ,59%,always,56%,good,calm,Poor,confident,active,good,average ,moderate ,inactive ,sometimes 
9,M,4,3,post graduate ,Graduate ,private,self employed ,N,Married ,Sometimes ,80%,always,45.60%,nil ,calm,Poor,confident,active,good,average ,moderate ,inactive ,sometimes 
9,F,4,3,diploma,Graduate ,private,self employed ,N,Married ,Sometimes ,78%,always,93.10%,good,calm,Excellent,confident,active,good,good,moderate ,inactive ,sometimes 
9,M,4,3,graduate ,Graduate ,private,self employed ,N,Married ,Sometimes ,76%,always,56%,good,calm,Poor,confident,active,good,good,moderate ,inactive ,sometimes 
9,M,4,4,post graduate,Graduate ,Self employed ,Private,N,Married ,Sometimes ,88%,always,85%,good,focussed ,Excellent,confident,active,moderate,good,moderate ,inactive ,sometimes 
9,M,4,3,post graduate,Diploma,private,Private,N,Married ,Sometimes ,89%,always,44%,good,focussed ,Poor,confident,active,good,good,no usage,inactive ,sometimes 
9,F,4,3,post graduate,Graduate ,government ,Private,N,Married ,never,96%,always,53%,good,focussed ,Poor,confident,active,good,good,moderate ,inactive ,sometimes 
9,F,4,4,post graduate,Graduate ,private,Private,N,Married ,regularly ,91%,always,76%,good,focussed ,Good,confident,active,good,good,no usage,inactive ,sometimes 
9,F,4,3,post graduate,Graduate ,government ,Private,N,Married ,Sometimes ,78%,always,54%,good,focussed ,Poor,confident,active,good,good,moderate ,inactive ,sometimes 
9,F,4,3,post graduate,Graduate ,Self employed ,Private,N,Married ,never,91%,always,56%,good,focussed ,Poor,low,active,good,good,moderate ,inactive ,sometimes 
9,M,4,4,post graduate,Graduate ,Self employed ,Private,N,Married ,regularly ,99%,always,74%,good,focussed ,Good,confident,active,good,good,moderate ,inactive ,regularly 
9,F,4,4,post graduate,Graduate ,Self employed ,Private,N,Married ,regularly ,84%,always,75%,good,focussed ,Good,confident,active,good,good,moderate ,inactive ,regularly 
10,M,4,3,post graduate,Graduate ,Self employed ,Private,N,Married ,regularly ,66%,always,80%,good,disturbed,Good,confident,active,good,good,moderate ,inactive ,regularly 
9,M,4,3,post graduate,Diploma ,Self employed ,Private,N,Married ,regularly ,51%,always,52%,good,Calm,Poor,confident,active,good,good,moderate ,inactive ,regularly 
9,M,4,3,post graduate,Post graduate ,Self employed ,Private,N,Married ,regularly ,92%,always,46%,good,focussed ,Poor,confident,active,moderate,good,moderate ,inactive ,regularly 
9,M,4,3,post graduate,Diploma,Self employed ,Private,N,Married ,regularly ,97%,always,83%,Moderate ,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
9,F,4,3,post graduate,graduate ,private,Private,N,Married ,regularly ,82%,always,72%,good,focussed ,Good,confident,active,good,good,moderate ,inactive ,never
9,F,4,3,post graduate,graduate ,government ,Private,N,Married ,regularly ,88%,always,66%,good,focussed ,Average,confident,active,good,good,moderate ,inactive ,regularly 
9,M,4,3,post graduate,graduate ,government ,government ,N,Married ,regularly ,73%,always,59%,good,focussed ,Poor,confident,active,good,good,no usage,inactive ,regularly 
9,M,4,3,post graduate,post graduate ,government ,private,N,Married ,regularly ,77%,always,82%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
9,M,4,3,graduate ,graduate ,Self employed ,government ,N,Married ,sometimes ,85%,always,43.50%,good,focussed ,Poor,confident,active,good,good,moderate ,inactive ,regularly 
9,F,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,93%,always,61%,good,focussed ,Average,confident,active,good,average ,moderate ,inactive ,sometimes 
9,M,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,95%,always,82%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,sometimes 
9,F,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,96%,always,96%,good,calm,Excellent,confident,active,good,good,moderate ,inactive ,sometimes 
9,F,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,81%,always,53%,good,calm,Poor,confident,active,good,good,moderate ,inactive ,sometimes 
9,M,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,90%,always,53%,good,calm,Poor,confident,active,good,good,moderate ,inactive ,sometimes 
9,M,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,60%,always,46%,good,calm,Poor,confident,active,good,good,moderate ,inactive ,sometimes 
9,M,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,89%,always,77%,good,calm,Good,confident,active,good,good,no usage,inactive ,sometimes 
9,F,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,85%,always,48%,good,calm,Poor,confident,active,good,good,moderate ,inactive ,never
9,F,4,3,graduate ,graduate ,private ,self employed ,N,Married ,sometimes ,95%,always,84%,good,focused,Excellent,confident,active,good,good,moderate ,inactive ,sometimes 
9,M,4,3,graduate ,diploma ,private ,Private,N,Married ,sometimes ,71%,always,70%,good,focused,Average,confident,active,good,good,moderate ,inactive ,sometimes 
9,M,4,4,diploma ,graduate ,private ,Private,N,Married ,sometimes ,73%,always,83%,good,focused,Excellent,confident,active,good,good,moderate ,inactive ,sometimes 
9,F,4,4,Graduate ,graduate ,private ,Private,N,Married ,sometimes ,90%,always,80%,good,focused,Good,confident,active,good,good,moderate ,inactive ,sometimes 
6,M,1,3,Graduate,Graduate,Private,self employed ,N,Married ,Sometimes,70%,Always,75%,Good,Calm,Good,Low,Inactive,Moderate,Average,No Usage,,Sometimes
6,M,1,4,Graduate,Graduate,Private,self employed ,N,Married ,Regularly,80%,Always,85%,Good,Foused,Excellent,Over Confident,Active,Good,Good,Moderate,,Regularly
6,M,1,4,Graduate,Graduate,Private,self employed ,Y,Married ,Sometimes,70%,Sometimes,40%,Nil,Disturbed,Poor,Low,Active,Nil,low,Moderate,,Never
6,F,1,5,Graduate,Graduate,Private,self employed ,N,Married ,Regularly,80%,Always,70%,Moderate,Calm,Average,,Active,Moderate,Average,Moderate,,Regularly
6,F,1,4,Post-Graduate,Post-Graduate,Private ,self employed ,N,Married ,Regularly,95%,Always,95%,Good,Foused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regularly
7,F,1,4,High School,High School,Private ,self employed ,N,Married ,Sometimes,75%,Sometimes,40%,Nil,Calm,Poor,Low,Active,Moderate,low,Moderate,,Regularly
6,M,1,3,Graduate,Graduate,Private ,Private,N,Married ,Sometimes,35%,Never,25%,Nil,Disturbed,Poor,Lo,Active,Moderate,low,Moderate,,Regularly
